hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
Resort Hotel,0,0,2015,July,30,25,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,,0,Transient,88.55,0,0,Check-Out,2015-08-01,Dr. Mark Singleton MD,MD.Dr.50@aol.com,444-100-4658,************6344
Resort Hotel,0,9,2017,August,31,1,0,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,193.4,0,1,Check-Out,2017-08-05,Peggy Ruiz,Ruiz_Peggy@hotmail.com,356-822-1630,************1427
City Hotel,1,239,2015,October,42,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2015-08-17,Susan Schmidt,Schmidt_Susan@yandex.com,631-615-3557,************7871
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26,Jeffrey Gallagher,Jeffrey_G@verizon.com,951-580-2540,************8247
Resort Hotel,0,129,2016,June,27,26,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Contract,68.0,0,1,Check-Out,2016-07-10,William Kelley,William_Kelley48@att.com,177-259-6657,************8091
Resort Hotel,0,27,2017,April,16,19,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,,251.0,0,Transient,95.0,0,1,Check-Out,2017-04-20,Lisa Castro,Castro.Lisa@verizon.com,603-100-7264,************2368
Resort Hotel,0,4,2016,February,9,26,1,2,2,1.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,196.0,,0,Transient,73.0,0,1,Check-Out,2016-02-29,Zachary Munoz,ZMunoz@comcast.net,214-681-0474,************2764
City Hotel,1,15,2017,February,7,14,0,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.0,0,0,Canceled,2017-01-31,Nicole Hunt,Hunt_Nicole@protonmail.com,480-221-2357,************6889
City Hotel,1,96,2017,April,17,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,130.0,0,0,Canceled,2017-01-20,Noah Stevens,Noah.Stevens39@gmail.com,413-914-6355,************5803
City Hotel,0,118,2016,June,24,6,1,1,1,0.0,0,BB,ISR,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,191.0,,0,Transient-Party,110.0,0,0,Check-Out,2016-06-08,Marvin Jackson,MJackson@yahoo.com,477-599-5149,************8604
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,2016-10-21,Mark Jimenez,Mark_J@hotmail.com,739-576-5141,************2628
City Hotel,0,12,2016,October,44,24,1,2,1,0.0,0,BB,PRT,Aviation,TA/TO,1,0,5,D,D,0,No Deposit,,153.0,0,Transient,110.0,0,0,Check-Out,2016-10-27,Jennifer Jensen,JJensen56@outlook.com,228-436-9650,************8132
City Hotel,0,69,2016,September,37,5,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,1,Check-Out,2016-09-09,Scott Reyes,Scott_R@outlook.com,332-385-7911,************8022
Resort Hotel,0,267,2016,June,26,19,2,4,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,60.35,0,1,Check-Out,2016-06-25,Ralph Kelly,Kelly_Ralph@verizon.com,788-127-7086,************3964
City Hotel,1,13,2015,December,53,29,2,5,0,2.0,0,BB,BRA,Direct,Direct,0,1,0,B,B,1,No Deposit,,,0,Transient-Party,7.8,0,1,Canceled,2015-12-23,Patricia Chandler,Chandler_Patricia@mail.com,959-620-9830,************8167
Resort Hotel,0,0,2017,May,20,15,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,47.0,0,0,Check-Out,2017-05-16,Paul Vega,PVega77@hotmail.com,444-911-2595,************2476
Resort Hotel,1,168,2017,August,33,17,2,6,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,237.5,0,2,Canceled,2017-03-27,Alyssa Osborne,AlyssaOsborne29@aol.com,477-153-5849,************8650
City Hotel,0,0,2017,May,18,1,1,0,2,0.0,0,SC,AUT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,150.0,1,1,Check-Out,2017-05-02,Dawn Price,Dawn.P@zoho.com,182-873-7025,************3924
Resort Hotel,1,164,2016,June,25,18,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,135.0,0,0,Canceled,2016-01-07,Cynthia Flynn,CFlynn@protonmail.com,935-346-3266,************2227
City Hotel,0,72,2015,October,44,28,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2015-10-31,Thomas Hill,Hill_Thomas@att.com,375-904-2691,************7946
Resort Hotel,1,106,2016,March,13,24,1,3,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,68.0,,0,Transient,84.0,0,0,Canceled,2016-01-22,Mrs. Tammy Wilson,Mrs..Wilson74@gmail.com,284-651-6916,************2272
City Hotel,0,5,2017,April,15,11,0,1,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,91.0,,0,Transient,95.0,0,0,Check-Out,2017-04-12,Connie Johnson,Connie_Johnson@comcast.net,446-413-6761,************9641
Resort Hotel,0,28,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,250.0,,0,Transient,66.0,1,0,Check-Out,2015-10-25,Victoria Shepherd,Victoria_Shepherd@protonmail.com,488-418-9893,************1663
Resort Hotel,0,97,2015,July,28,5,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,87.3,0,2,Check-Out,2015-07-09,Kevin Lee,Kevin.Lee17@verizon.com,606-443-7740,************9268
City Hotel,1,62,2017,April,14,6,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,135.0,0,0,Canceled,2017-02-03,Richard Moody,RMoody86@comcast.net,227-302-6733,************8669
Resort Hotel,0,10,2016,October,43,16,3,5,2,2.0,0,BB,NLD,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,144.75,1,1,Check-Out,2016-10-24,Matthew Shaffer,Shaffer_Matthew@verizon.com,224-383-7038,************5413
City Hotel,0,22,2017,July,28,12,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,0,1,Check-Out,2017-07-13,Kevin Lopez,Lopez.Kevin@aol.com,982-361-9938,************7685
City Hotel,0,125,2015,October,42,15,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.25,0,1,Check-Out,2015-10-20,James Ray,James.Ray@protonmail.com,107-237-2966,************5064
City Hotel,0,14,2016,May,23,30,2,5,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,131.7,0,1,Check-Out,2016-06-06,Lauren Johnson,LaurenJohnson45@outlook.com,460-384-8552,************3222
Resort Hotel,1,22,2016,July,31,27,0,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,226.0,0,1,Canceled,2016-07-08,Christine Montgomery,Christine.M28@mail.com,625-261-8943,************4060
City Hotel,0,35,2016,November,49,28,1,1,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,65.0,0,0,Check-Out,2016-11-30,Luis Thornton,Luis_T88@gmail.com,114-333-4261,************1267
City Hotel,1,85,2015,November,45,7,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,60,Transient,111.0,0,0,Canceled,2015-10-13,James Shepherd,James_S@yahoo.com,233-166-1348,************7985
Resort Hotel,1,26,2017,July,31,31,2,5,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,266.3,0,1,Canceled,2017-07-06,Cindy Davidson,Cindy_D@hotmail.com,348-770-0967,************8537
City Hotel,0,59,2016,November,47,19,1,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2016-11-21,Kurt Holt,Kurt_H@xfinity.com,810-518-9675,************1196
Resort Hotel,0,7,2017,June,26,30,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,180.0,0,1,Check-Out,2017-07-02,Samantha Long,SLong@comcast.net,980-985-0279,************8874
City Hotel,0,265,2016,June,26,24,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-06-26,Jordan Johnson,Johnson_Jordan@att.com,353-552-9930,************1613
City Hotel,0,328,2016,September,40,30,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,38,Transient-Party,65.0,0,1,Check-Out,2016-10-02,Taylor Scott,TaylorScott@outlook.com,780-945-7603,************3848
City Hotel,0,16,2016,May,23,29,2,0,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,109.0,0,0,Check-Out,2016-05-31,Jennifer Wallace,Jennifer.W@yandex.com,277-567-2007,************9013
City Hotel,0,14,2015,September,37,10,2,6,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,100.88,0,0,Check-Out,2015-09-18,Robert Le,RobertLe@outlook.com,416-948-8302,************2059
City Hotel,1,181,2015,July,27,1,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,3,Canceled,2015-06-17,Isaiah Jones,Isaiah.Jones55@yandex.com,216-681-9446,************6541
City Hotel,0,64,2017,July,26,1,1,1,1,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,120.0,0,1,Check-Out,2017-07-03,Patricia Schultz,Patricia.Schultz@gmail.com,186-967-6655,************2359
City Hotel,1,137,2016,January,5,27,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,,45,Transient,70.0,0,0,Canceled,2015-10-27,Kimberly Barton,KBarton@aol.com,472-442-0426,************4855
City Hotel,0,29,2016,April,16,13,0,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,143.18,0,1,Check-Out,2016-04-17,Paul Stafford,Paul.Stafford@xfinity.com,404-731-8273,************2588
City Hotel,0,0,2017,February,8,20,1,2,3,0.0,0,HB,NLD,Direct,Direct,0,0,0,D,K,0,No Deposit,14.0,,0,Transient,193.0,1,2,Check-Out,2017-02-23,Dr. Elizabeth Arias,Dr.Arias@aol.com,354-292-9163,************6811
City Hotel,0,86,2016,December,52,18,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2016-12-21,Samantha Chambers DVM,SDVM@aol.com,741-325-6255,************1246
City Hotel,0,1,2017,January,2,12,0,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,159.0,412.0,0,Transient,104.5,0,0,Check-Out,2017-01-14,Sabrina Gonzales,Sabrina_Gonzales@mail.com,219-616-2286,************5352
City Hotel,0,12,2017,July,29,21,2,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,1,Check-Out,2017-07-25,Justin Yoder,JYoder@gmail.com,193-410-8078,************3102
Resort Hotel,0,19,2016,October,44,26,2,8,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,90.96,0,1,Check-Out,2016-11-05,Susan Trujillo,Susan_T17@att.com,685-715-3800,************1019
Resort Hotel,0,99,2017,May,21,21,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,82.86,0,0,Check-Out,2017-05-28,Jennifer Edwards,Jennifer_Edwards@verizon.com,554-032-6110,************9311
Resort Hotel,0,17,2017,February,7,15,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,2,No Deposit,250.0,,0,Transient,165.0,0,3,Check-Out,2017-02-16,Gregory Rowe,GRowe@gmail.com,417-348-2998,************2124
City Hotel,1,45,2017,February,7,18,2,1,2,2.0,0,BB,NLD,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,125.4,0,0,Canceled,2017-01-05,Michael Perry,MichaelPerry@xfinity.com,300-793-5256,************1378
City Hotel,0,156,2016,August,33,8,2,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,72.25,0,0,Check-Out,2016-08-15,Rhonda Trevino,Trevino_Rhonda65@mail.com,195-477-9828,************8140
City Hotel,1,173,2017,August,33,17,2,4,2,1.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,137.85,0,0,Canceled,2017-08-09,Suzanne Bradford,Suzanne_B@outlook.com,713-972-9262,************8167
City Hotel,0,9,2017,April,16,19,0,1,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,D,E,1,No Deposit,,174.0,0,Transient,110.0,0,1,Check-Out,2017-04-20,Zachary Adams,Adams.Zachary@outlook.com,198-121-5376,************8764
Resort Hotel,0,5,2016,September,40,27,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,339.0,,0,Transient,84.8,1,0,Check-Out,2016-09-28,Keith Hoffman,Hoffman_Keith@yahoo.com,893-041-9439,************7474
City Hotel,1,78,2016,August,33,7,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.9,0,0,Canceled,2016-05-22,Bonnie Gomez,Gomez.Bonnie@protonmail.com,762-013-4935,************7273
City Hotel,1,175,2017,May,20,19,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,0,Transient,90.0,0,0,Canceled,2016-11-25,Victoria Conrad,Victoria.C@att.com,304-181-2759,************3449
City Hotel,0,55,2015,September,37,6,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,75.0,0,0,Check-Out,2015-09-08,Kenneth Jackson,Jackson.Kenneth@verizon.com,917-485-4982,************8824
City Hotel,1,81,2016,September,37,8,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,1,Canceled,2016-06-22,Stacy Ballard,StacyBallard@comcast.net,430-343-8937,************5847
City Hotel,0,100,2017,January,1,2,1,3,2,0.0,0,SC,TWN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,74.8,0,2,Check-Out,2017-01-06,Brian Ayala,BAyala37@xfinity.com,688-842-0424,************9110
City Hotel,0,5,2017,February,7,12,2,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,3,Check-Out,2017-02-15,William Erickson,WErickson@yandex.com,384-319-1502,************4814
City Hotel,1,293,2015,August,32,6,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,Melissa Taylor,Melissa_Taylor65@protonmail.com,935-677-8573,************6948
City Hotel,1,75,2017,February,7,18,2,1,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,111.6,0,0,Canceled,2017-01-28,Kevin Norton,Kevin_N@outlook.com,904-175-6996,************5642
City Hotel,1,99,2017,April,15,15,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,58.0,,0,Transient-Party,105.0,0,0,Canceled,2017-03-07,Caitlin Moss,CaitlinMoss60@outlook.com,423-315-0308,************4633
City Hotel,1,135,2016,July,28,6,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.95,0,1,Canceled,2016-03-09,Lacey Jackson,Lacey.Jackson@gmail.com,529-138-3963,************8313
Resort Hotel,0,194,2016,September,38,11,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,,0,Transient,75.8,1,0,Check-Out,2016-09-15,Richard Robinson,Richard_Robinson@protonmail.com,698-601-0835,************6547
Resort Hotel,0,118,2016,December,52,19,1,4,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient-Party,55.8,0,1,Check-Out,2016-12-24,Walter Brown,Walter.Brown@hotmail.com,528-675-7561,************9661
City Hotel,0,101,2016,December,50,8,0,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.2,0,1,Check-Out,2016-12-09,Jessica Acevedo MD,JessicaMD@protonmail.com,541-143-1348,************7042
City Hotel,1,69,2016,November,46,10,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,104.18,0,2,Canceled,2016-11-07,Henry Johnson,HJohnson@mail.com,973-403-1118,************2030
City Hotel,1,350,2016,June,25,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,140.0,0,0,Canceled,2015-08-11,Don Farley,Farley_Don@protonmail.com,725-826-7422,************2565
Resort Hotel,0,144,2016,April,14,1,2,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,177.0,,0,Transient-Party,41.4,0,0,Check-Out,2016-04-05,Maxwell Barnes,MaxwellBarnes@hotmail.com,718-231-3295,************1414
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29.0,,0,Transient-Party,95.0,0,0,Canceled,2016-10-21,Donna Brock,Brock_Donna@hotmail.com,476-780-7039,************2747
City Hotel,1,26,2017,March,10,11,1,1,2,0.0,0,BB,ARE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,153.0,0,0,Canceled,2017-02-18,Bruce Reyes,Bruce_R@aol.com,109-508-1054,************2745
Resort Hotel,0,136,2015,August,35,29,3,6,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,,,0,Transient,171.06,0,2,Check-Out,2015-09-07,Blake Wiley,BWiley@protonmail.com,504-284-7513,************3617
City Hotel,1,59,2017,January,4,23,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,326.0,,0,Transient,80.0,0,0,Canceled,2016-11-25,James Hampton,Hampton_James@yandex.com,855-695-6317,************5968
City Hotel,0,221,2016,August,33,12,0,1,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,6.0,,147,Transient-Party,73.0,0,0,Check-Out,2016-08-13,Susan Bates,Bates_Susan32@mail.com,848-050-6111,************9515
Resort Hotel,0,137,2015,September,39,23,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,87.86,0,1,Check-Out,2015-09-30,Rebecca Alvarez,Rebecca.A49@protonmail.com,820-954-8621,************3185
City Hotel,1,84,2017,February,7,13,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,72.07,0,0,Canceled,2016-11-21,Tara Edwards,TEdwards@mail.com,150-365-6370,************6061
City Hotel,0,1,2016,December,51,15,0,2,1,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,1,Check-Out,2016-12-17,Carmen Phillips,CarmenPhillips@gmail.com,438-321-5551,************5671
Resort Hotel,0,98,2016,May,19,4,2,4,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,43.43,1,1,Check-Out,2016-05-10,Lisa Humphrey,Humphrey.Lisa@yahoo.com,836-294-5065,************9749
City Hotel,1,364,2015,October,42,16,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,Non Refund,6.0,,0,Transient-Party,80.0,0,0,Canceled,2015-07-06,Michael Velasquez,Velasquez.Michael@mail.com,624-722-6477,************4598
City Hotel,1,301,2015,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06,Jerry Sherman,Jerry.S@outlook.com,139-588-3879,************3536
City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,75.0,0,0,Canceled,2016-01-06,Douglas Lee,Douglas_L@yandex.com,681-990-7101,************1589
City Hotel,0,66,2016,April,17,19,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,112.2,0,0,Check-Out,2016-04-23,Brenda Sanchez,BrendaSanchez@verizon.com,338-426-2311,************2699
City Hotel,0,63,2016,March,11,10,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,63.75,0,1,Check-Out,2016-03-14,Erica Richards,Erica_R89@yandex.com,588-790-6869,************6573
City Hotel,1,129,2016,July,31,25,1,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,131.75,0,0,Canceled,2016-04-15,Mary Clark,MClark@comcast.net,859-301-2325,************5317
City Hotel,0,55,2016,February,9,22,1,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,73.9,0,1,Check-Out,2016-02-25,Brandon Lee DVM,Brandon_D@att.com,560-243-0541,************5749
City Hotel,0,137,2017,March,10,6,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,80.0,0,1,Check-Out,2017-03-08,Thomas Jensen,Thomas_J@yahoo.com,867-150-0555,************5164
City Hotel,0,115,2016,March,12,18,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-03-20,Ryan Foley,Ryan_Foley@aol.com,758-786-8592,************7069
Resort Hotel,1,190,2017,July,30,24,3,8,3,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,224.0,0,1,Canceled,2017-01-27,Adam Cox,Adam.C@aol.com,486-829-9636,************5265
City Hotel,0,135,2016,August,35,22,1,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,89.0,,0,Transient,72.42,0,0,Check-Out,2016-08-28,Justin Howe,Justin_Howe@mail.com,387-907-9430,************5540
Resort Hotel,1,32,2017,July,30,24,1,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,135.0,0,0,Canceled,2017-06-23,William Goodman,William_Goodman@yandex.com,674-799-7887,************8414
Resort Hotel,0,297,2016,September,38,11,4,7,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,314.0,,0,Transient,64.8,0,3,Check-Out,2016-09-22,Renee Ray,Renee.R46@yahoo.com,762-369-3599,************7843
City Hotel,1,95,2016,April,15,5,0,2,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,72.8,0,0,Canceled,2016-01-10,Lisa Rivera,Rivera.Lisa@protonmail.com,864-988-6150,************6759
City Hotel,1,105,2017,May,20,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0,Canceled,2017-02-03,Keith Burch,KBurch@comcast.net,554-775-0627,************7387
City Hotel,0,395,2017,May,20,17,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0.0,0,0,Check-Out,2017-05-20,James Williams,JWilliams@att.com,232-831-9977,************7324
Resort Hotel,0,84,2017,March,9,1,6,19,2,0.0,0,HB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440.0,,0,Transient-Party,55.8,0,1,Check-Out,2017-03-26,Michael Bartlett,Michael_B68@zoho.com,750-496-2229,************7880
Resort Hotel,0,21,2016,June,23,2,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,E,0,No Deposit,,92.0,0,Transient,63.0,0,0,Check-Out,2016-06-03,Caroline Brewer,Caroline_B@gmail.com,831-161-2490,************6226
Resort Hotel,0,542,2016,September,40,26,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,253.0,,0,Transient-Party,68.0,0,0,Check-Out,2016-10-03,James Mitchell,Mitchell_James44@outlook.com,610-829-4786,************6839
City Hotel,0,103,2017,April,17,23,2,1,2,2.0,0,HB,FRA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,83.0,,0,Transient,224.0,0,0,Check-Out,2017-04-26,Denise Mclean,DMclean@zoho.com,441-666-8472,************5608
Resort Hotel,1,170,2015,October,41,4,4,8,2,0.0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transient,44.5,0,0,Canceled,2015-07-17,Olivia English,Olivia.English@aol.com,151-015-9098,************5487
City Hotel,0,11,2017,January,4,23,1,2,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,77.0,,0,Transient-Party,65.0,0,0,Check-Out,2017-01-26,Robert Webb,RWebb80@xfinity.com,186-912-9923,************7177
Resort Hotel,1,120,2017,March,12,25,2,4,2,0.0,0,BB,ZAF,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,55.83,0,0,Canceled,2017-01-06,Michael Thompson,Michael.T@zoho.com,593-227-4820,************3989
